Id,ActionName,EntityName,EntityId,Description,UserId,IpAddress,UserAgent,TokenExpiresAt,Metadata,Timestamp,ProcessingTimeMs,UserFullName
14093,ProfileViewed,Auth,26.0,Password reset request was initiated.,1.0,13.75.83.134,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,,2024-09-25 16:22:21,227.0,System Administrator
7014,UserLoggedIn,Enrollment,,User session expired and was terminated.,8.0,199.124.136.201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2023-04-13 11:07:58,"{""statusCode"": 200, ""ip"": ""119.204.214.40"", ""browser"": ""Chrome""}",2023-04-12 11:07:58,291.0,Kareem Fathy
12684,LoginFailed,Auth,,,,3.131.49.193,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""106.39.17.181"", ""browser"": ""Edge""}",2024-07-07 05:25:16,65.0,Guest user
4278,UserLoggedIn,Auth,39.0,New student record was added to the system.,5.0,160.43.173.9,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-01-18 04:54:32,"{""statusCode"": 200, ""ip"": ""2.70.154.134"", ""browser"": ""Safari""}",2024-01-17 22:54:32,245.0,Nour Khalil
7267,LoginFailed,,27.0,Access token generated for session.,3.0,59.180.62.99,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""178.46.252.184"", ""browser"": ""Chrome""}",2024-07-14 22:59:57,384.0,Sara Mohamed
11183,UserLoggedIn,Auth,,Profile information was reviewed.,1.0,75.50.193.164,curl/7.68.0,2025-02-19 07:41:06,"{""statusCode"": 500, ""ip"": ""77.14.91.26"", ""browser"": ""Firefox""}",2025-02-18 07:41:06,240.0,System Administrator
3414,UserLoggedIn,StudentImport,28.0,Squadron assignment updated by admin.,7.0,16.16.228.10,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2023-12-21 19:40:05,"{""statusCode"": 400, ""ip"": ""6.45.121.126"", ""browser"": ""Safari""}",2023-12-21 13:40:05,190.0,Mona Samir
7462,UserLoggedIn,,29.0,System backup was completed successfully.,7.0,75.40.159.254,curl/7.68.0,2025-01-18 08:20:30,"{""statusCode"": 200, ""ip"": ""120.130.60.240"", ""browser"": ""Edge""}",2025-01-17 08:20:30,265.0,Mona Samir
14015,ProfileViewed,Enrollment,40.0,,4.0,36.151.146.131,,,"{""statusCode"": 401, ""ip"": ""232.79.230.132"", ""browser"": ""Firefox""}",2024-07-18 13:50:03,378.0,Omar Hassan
2860,SquadronUpdated,Auth,,Password reset request was initiated.,,75.83.5.17,,,"{""statusCode"": 200, ""ip"": ""160.188.219.245"", ""browser"": ""Firefox""}",2022-10-27 06:55:39,249.0,Guest user
12589,UserLoggedIn,Squadron,21.0,New student record was added to the system.,2.0,252.168.107.60,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2025-03-31 05:41:08,"{""statusCode"": 401, ""ip"": ""67.215.252.178"", ""browser"": ""Firefox""}",2025-03-31 04:41:08,330.0,Ahmed Ali
9759,SquadronUpdated,Squadron,32.0,User authentication was completed.,1.0,79.217.99.42,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,,2024-12-04 00:41:41,346.0,System Administrator
2268,UserLoggedIn,,,Record was archived by the administrator.,7.0,193.68.71.224,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2024-08-12 03:28:51,CORRUPTED_JSON,2024-08-11 03:28:51,125.0,Mona Samir
11020,AuthCreated,Squadron,23.0,User session expired and was terminated.,4.0,204.94.43.85,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""3.131.47.44"", ""browser"": ""Edge""}",2025-03-29 16:23:29,139.0,Omar Hassan
9134,ProfileViewed,StudentImport,,The system processed the request successfully.,3.0,229.138.243.141,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 500, ""ip"": ""162.98.147.122"", ""browser"": ""Chrome""}",2024-02-28 00:24:14,,Sara Mohamed
11953,SquadronCreated,StudentImport,3.0,Record was archived by the administrator.,,176.127.86.33,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""170.197.209.63"", ""browser"": ""Edge""}",2023-08-13 13:23:38,301.0,Guest user
7280,UserLoggedIn,Auth,30.0,,,104.60.120.222,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-07-23 17:10:03,"{""statusCode"": 200, ""ip"": ""150.207.133.20"", ""browser"": ""Chrome""}",2024-07-22 17:10:03,,Guest user
632,ProfileViewed,Auth,18.0,,7.0,65.110.124.247,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""158.4.59.115"", ""browser"": ""Firefox""}",2023-10-05 12:50:22,500.0,Mona Samir
1036,UserLoggedIn,,,Annual academic year data was synchronized.,8.0,100.227.241.49,curl/7.68.0,2024-07-19 11:43:36,"{""statusCode"": 400, ""ip"": ""60.146.209.96"", ""browser"": ""Firefox""}",2024-07-19 05:43:36,532.0,Kareem Fathy
5177,UserLoggedIn,Squadron,,Password reset request was initiated.,6.0,71.150.139.222,curl/7.68.0,2025-04-20 08:14:03,"{""statusCode"": 200, ""ip"": ""165.105.16.193"", ""browser"": ""Safari""}",2025-04-20 02:14:03,593.0,Youssef Adel
7251,ProfileViewed,Auth,32.0,Annual academic year data was synchronized.,,199.200.224.16,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""226.221.164.34"", ""browser"": ""Firefox""}",2025-03-04 20:02:32,225.0,Guest user
4087,UserLoggedIn,Squadron,,Annual academic year data was synchronized.,7.0,,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2024-09-02 05:12:51,"{""statusCode"": 200, ""ip"": ""175.138.127.42"", ""browser"": ""Firefox""}",2024-09-02 04:12:51,616.0,Mona Samir
8816,BulkImportStudents,Enrollment,19.0,User authentication was completed.,,13.51.87.205,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""199.248.119.41"", ""browser"": ""Firefox""}",2024-03-09 15:34:54,281.0,Guest user
6218,LoginFailed,Squadron,46.0,Password reset request was initiated.,4.0,223.232.87.45,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""235.216.99.141"", ""browser"": ""Safari""}",2025-06-27 00:32:12,,Omar Hassan
1746,ProfileViewed,StudentImport,,Enrollment confirmed for the selected course.,2.0,66.134.128.47,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 401, ""ip"": ""117.53.93.56"", ""browser"": ""Chrome""}",2024-10-20 10:24:32,377.0,Ahmed Ali
13159,LoginFailed,Auth,14.0,Profile information was reviewed.,,187.128.129.136,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,CORRUPTED_JSON,2025-05-18 13:34:30,5000.0,Guest user
1434,AuthCreated,Auth,47.0,,3.0,202.202.88.199,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 401, ""ip"": ""128.171.250.77"", ""browser"": ""Chrome""}",2022-04-25 00:19:26,138.0,Sara Mohamed
8951,UserLoggedIn,,27.0,The system processed the request successfully.,7.0,140.112.9.87,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2024-03-30 05:59:37,"{""statusCode"": 401, ""ip"": ""125.182.27.24"", ""browser"": ""Edge""}",2024-03-29 05:59:37,364.0,Mona Samir
13741,UserLoggedIn,,11.0,User authentication was completed.,8.0,158.181.194.97,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2023-04-09 01:50:45,"{""statusCode"": 401, ""ip"": ""11.155.151.62"", ""browser"": ""Chrome""}",2023-04-08 23:50:45,202.0,Kareem Fathy
9450,UserLoggedIn,Squadron,30.0,Enrollment confirmed for the selected course.,7.0,161.142.228.85,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2023-12-28 00:39:34,"{""statusCode"": 200, ""ip"": ""131.193.230.136"", ""browser"": ""Edge""}",2023-12-27 22:39:34,182.0,Mona Samir
6485,UserLoggedIn,Auth,29.0,Password reset request was initiated.,,180.84.48.21,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-09-19 07:23:38,,2024-09-19 06:23:38,232.0,Guest user
13524,AuthCreated,Squadron,,Enrollment confirmed for the selected course.,1.0,63.98.186.184,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""38.68.191.227"", ""browser"": ""Safari""}",2024-06-17 15:41:40,444.0,System Administrator
9913,LoginFailed,StudentImport,,Profile information was reviewed.,,202.56.47.27,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""209.122.133.173"", ""browser"": ""Firefox""}",2023-02-20 20:00:04,77.0,Guest user
12626,SquadronUpdated,StudentImport,15.0,Record was archived by the administrator.,,166.187.36.196,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""219.135.103.82"", ""browser"": ""Firefox""}",2024-10-16 17:49:32,269.0,Guest user
6560,UserLoggedIn,Auth,1.0,Data import finished without errors.,,190.103.124.241,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2024-12-26 10:44:26,"{""statusCode"": 200, ""ip"": ""227.7.11.195"", ""browser"": ""Edge""}",2024-12-26 04:44:26,749.0,Guest user
10906,SquadronUpdated,Auth,,Profile information was reviewed.,,98.39.231.222,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""9.117.158.186"", ""browser"": ""Safari""}",2025-03-09 13:46:35,,Guest user
4319,ProfileViewed,Squadron,20.0,,,11.45.9.235,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""10.176.184.218"", ""browser"": ""Safari""}",2024-01-17 07:00:29,92.0,Guest user
401,BulkImportStudents,Auth,16.0,Annual academic year data was synchronized.,8.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 401, ""ip"": ""144.50.49.122"", ""browser"": ""Edge""}",2022-10-12 15:46:21,564.0,Kareem Fathy
10257,UserLoggedIn,StudentImport,3.0,Access token generated for session.,8.0,18.240.217.242,curl/7.68.0,2023-09-10 05:15:35,"{""statusCode"": 401, ""ip"": ""27.191.5.189"", ""browser"": ""Chrome""}",2023-09-09 05:15:35,426.0,Kareem Fathy
12100,SquadronUpdated,,5.0,Data import finished without errors.,,124.99.196.121,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""138.219.228.129"", ""browser"": ""Safari""}",2023-06-01 16:55:15,340.0,Guest user
5424,AuthCreated,Enrollment,,User authentication was completed.,3.0,,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""22.135.101.112"", ""browser"": ""Edge""}",2024-06-05 14:16:04,110.0,Sara Mohamed
10195,ProfileViewed,,47.0,Record was archived by the administrator.,8.0,156.188.148.11,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""242.237.108.20"", ""browser"": ""Safari""}",2023-11-29 00:42:55,396.0,Kareem Fathy
8461,SquadronCreated,Auth,49.0,Course registration period has been updated.,,165.146.175.200,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""53.218.42.209"", ""browser"": ""Edge""}",2024-06-24 04:15:35,319.0,Guest user
76,AuthCreated,,,User authentication was completed.,2.0,215.172.51.78,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""132.254.146.194"", ""browser"": ""Chrome""}",2023-09-04 04:35:17,177.0,Ahmed Ali
4891,BulkImportStudents,StudentImport,,Bulk operation completed for selected records.,4.0,206.149.96.212,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""127.248.136.201"", ""browser"": ""Firefox""}",2025-05-18 22:31:00,402.0,Omar Hassan
10494,UserLoggedIn,Enrollment,38.0,System backup was completed successfully.,1.0,252.106.61.205,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2025-01-17 15:33:14,CORRUPTED_JSON,2025-01-17 14:33:14,301.0,System Administrator
5555,ProfileViewed,Auth,28.0,Enrollment confirmed for the selected course.,5.0,124.169.242.147,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 500, ""ip"": ""181.157.71.173"", ""browser"": ""Safari""}",2023-08-25 16:41:06,314.0,Nour Khalil
3234,LoginFailed,,44.0,Record was archived by the administrator.,,29.37.186.234,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 401, ""ip"": ""137.85.12.72"", ""browser"": ""Safari""}",2023-02-23 11:24:43,395.0,Guest user
12757,AuthCreated,Enrollment,11.0,,3.0,,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,CORRUPTED_JSON,2025-04-18 22:13:53,190.0,Sara Mohamed
7519,ProfileViewed,StudentImport,,User session expired and was terminated.,2.0,189.252.228.129,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""185.237.196.23"", ""browser"": ""Chrome""}",2024-05-13 04:08:34,,Ahmed Ali
4495,AuthCreated,Squadron,22.0,Data import finished without errors.,1.0,88.235.97.120,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""84.79.195.104"", ""browser"": ""Firefox""}",2024-09-23 08:07:29,178.0,System Administrator
537,AuthCreated,Auth,,Data import finished without errors.,,134.239.180.57,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""68.167.173.102"", ""browser"": ""Chrome""}",2023-07-06 19:29:00,367.0,Guest user
11501,UserLoggedIn,,,New student record was added to the system.,4.0,240.42.176.212,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2022-11-18 20:01:29,"{""statusCode"": 200, ""ip"": ""77.173.230.14"", ""browser"": ""Safari""}",2022-11-18 18:01:29,298.0,Omar Hassan
6042,UserLoggedIn,,44.0,Password reset request was initiated.,3.0,69.128.3.13,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2023-07-24 11:21:13,,2023-07-24 05:21:13,222.0,Sara Mohamed
4956,LoginFailed,Squadron,37.0,Password reset request was initiated.,,19.120.200.218,curl/7.68.0,,"{""statusCode"": 500, ""ip"": ""132.122.62.69"", ""browser"": ""Firefox""}",2024-08-31 15:18:56,441.0,Guest user
3020,UserLoggedIn,StudentImport,,Bulk operation completed for selected records.,6.0,22.155.19.76,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-01-29 07:03:00,"{""statusCode"": 200, ""ip"": ""15.114.175.22"", ""browser"": ""Edge""}",2024-01-29 06:03:00,,Youssef Adel
10178,ProfileViewed,Enrollment,23.0,Record was archived by the administrator.,3.0,215.161.24.138,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""73.177.249.197"", ""browser"": ""Edge""}",2024-11-07 02:05:01,220.0,Sara Mohamed
9907,ProfileViewed,Auth,,Data import finished without errors.,6.0,105.81.213.157,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""246.197.158.46"", ""browser"": ""Firefox""}",2025-02-12 18:12:41,149.0,Youssef Adel
1821,LoginFailed,Enrollment,,The system processed the request successfully.,7.0,154.244.71.121,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""123.126.136.17"", ""browser"": ""Safari""}",2025-01-03 17:42:57,380.0,Mona Samir
8864,ProfileViewed,,,System backup was completed successfully.,5.0,147.116.52.28,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""24.175.37.81"", ""browser"": ""Edge""}",2025-04-02 19:07:51,714.0,Nour Khalil
14907,LoginFailed,Squadron,45.0,,4.0,241.190.125.145,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,,2024-05-15 04:23:31,419.0,Omar Hassan
4888,LoginFailed,Squadron,2.0,User authentication was completed.,6.0,46.53.214.74,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,CORRUPTED_JSON,2022-11-19 21:29:01,604.0,Youssef Adel
5274,SquadronUpdated,,,Course registration period has been updated.,7.0,181.252.155.141,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""65.30.8.195"", ""browser"": ""Chrome""}",2025-02-05 09:52:25,,Mona Samir
14700,UserLoggedIn,,45.0,Password reset request was initiated.,6.0,120.211.167.21,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-12-04 09:34:53,CORRUPTED_JSON,2024-12-04 03:34:53,87.0,Youssef Adel
12309,SquadronUpdated,Auth,45.0,Access token generated for session.,3.0,159.1.45.219,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""147.136.76.149"", ""browser"": ""Edge""}",2024-04-27 20:21:04,308.0,Sara Mohamed
13841,ProfileViewed,Auth,19.0,Record was archived by the administrator.,8.0,141.145.67.254,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""177.128.3.217"", ""browser"": ""Edge""}",2025-05-21 16:32:34,507.0,Kareem Fathy
9140,UserLoggedIn,,5.0,Record was archived by the administrator.,,132.81.196.213,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2023-02-16 14:38:56,"{""statusCode"": 400, ""ip"": ""111.115.115.234"", ""browser"": ""Firefox""}",2023-02-16 12:38:56,193.0,Guest user
7340,SquadronCreated,StudentImport,,Record was archived by the administrator.,,26.65.142.53,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""228.247.48.184"", ""browser"": ""Safari""}",2024-01-05 13:07:33,493.0,Guest user
6642,UserLoggedIn,Squadron,,Record was archived by the administrator.,4.0,28.239.38.32,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2023-01-05 22:45:47,"{""statusCode"": 200, ""ip"": ""152.250.136.43"", ""browser"": ""Safari""}",2023-01-04 22:45:47,70.0,Omar Hassan
2705,ProfileViewed,Squadron,45.0,User session expired and was terminated.,2.0,231.127.89.59,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""169.23.21.127"", ""browser"": ""Firefox""}",2024-01-09 03:54:12,183.0,Ahmed Ali
12357,UserLoggedIn,,,Bulk operation completed for selected records.,,185.147.174.236,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2025-05-10 06:01:43,"{""statusCode"": 401, ""ip"": ""244.254.129.143"", ""browser"": ""Edge""}",2025-05-10 05:01:43,287.0,Guest user
14936,SquadronUpdated,Enrollment,15.0,Squadron assignment updated by admin.,2.0,58.111.177.38,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""32.208.200.99"", ""browser"": ""Edge""}",2024-09-13 10:47:49,448.0,Ahmed Ali
9382,LoginFailed,Squadron,,Annual academic year data was synchronized.,7.0,51.147.16.114,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""76.114.119.87"", ""browser"": ""Chrome""}",2023-12-27 07:19:19,301.0,Mona Samir
1225,UserLoggedIn,Squadron,35.0,User authentication was completed.,5.0,14.239.197.221,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2025-01-31 16:26:44,"{""statusCode"": 200, ""ip"": ""62.42.156.181"", ""browser"": ""Chrome""}",2025-01-31 10:26:44,198.0,Nour Khalil
9710,UserLoggedIn,Squadron,11.0,Password reset request was initiated.,7.0,99.23.235.116,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2025-03-27 09:08:46,"{""statusCode"": 500, ""ip"": ""233.253.112.59"", ""browser"": ""Firefox""}",2025-03-27 08:08:46,480.0,Mona Samir
354,SquadronCreated,,1.0,Course registration period has been updated.,,18.96.50.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,CORRUPTED_JSON,2024-04-11 15:39:33,38.0,Guest user
260,UserLoggedIn,StudentImport,,User authentication was completed.,1.0,185.17.90.55,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-03-25 06:35:44,"{""statusCode"": 500, ""ip"": ""57.205.46.250"", ""browser"": ""Edge""}",2024-03-25 00:35:44,591.0,System Administrator
10219,AuthCreated,Enrollment,39.0,Record was archived by the administrator.,,185.244.38.246,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""58.208.217.88"", ""browser"": ""Chrome""}",2024-11-22 18:17:13,372.0,Guest user
8416,BulkImportStudents,Squadron,,Password reset request was initiated.,7.0,12.169.207.70,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""213.120.81.8"", ""browser"": ""Safari""}",2023-06-13 05:38:18,392.0,Mona Samir
8758,SquadronUpdated,Squadron,,System backup was completed successfully.,3.0,128.90.147.121,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""247.55.186.149"", ""browser"": ""Safari""}",2024-07-08 04:46:05,391.0,Sara Mohamed
7602,LoginFailed,Squadron,47.0,Annual academic year data was synchronized.,4.0,164.159.182.207,curl/7.68.0,,"{""statusCode"": 400, ""ip"": ""16.71.159.218"", ""browser"": ""Safari""}",2024-04-24 06:41:58,515.0,Omar Hassan
10354,AuthCreated,Enrollment,,Access token generated for session.,1.0,44.117.122.54,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 400, ""ip"": ""71.245.56.198"", ""browser"": ""Chrome""}",2023-01-08 07:30:32,287.0,System Administrator
11954,UserLoggedIn,Squadron,,Annual academic year data was synchronized.,1.0,78.124.116.39,curl/7.68.0,2023-06-08 12:28:39,"{""statusCode"": 400, ""ip"": ""98.244.22.49"", ""browser"": ""Chrome""}",2023-06-07 12:28:39,274.0,System Administrator
2547,ProfileViewed,Enrollment,,System backup was completed successfully.,7.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 400, ""ip"": ""228.146.123.222"", ""browser"": ""Firefox""}",2023-05-11 23:34:18,305.0,Mona Samir
1872,SquadronUpdated,,22.0,New student record was added to the system.,,199.14.66.198,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 401, ""ip"": ""211.242.61.195"", ""browser"": ""Chrome""}",2024-07-06 09:09:03,367.0,Guest user
963,AuthCreated,StudentImport,41.0,User session expired and was terminated.,6.0,248.166.61.17,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""182.47.240.189"", ""browser"": ""Chrome""}",2024-12-03 06:30:30,212.0,Youssef Adel
3374,LoginFailed,,,Course registration period has been updated.,4.0,166.140.97.116,curl/7.68.0,,"{""statusCode"": 400, ""ip"": ""57.248.237.19"", ""browser"": ""Chrome""}",2023-05-02 08:25:20,,Omar Hassan
7755,UserLoggedIn,Auth,43.0,Profile information was reviewed.,5.0,253.43.33.44,curl/7.68.0,2023-01-02 15:37:15,"{""statusCode"": 200, ""ip"": ""221.177.26.139"", ""browser"": ""Safari""}",2023-01-02 14:37:15,562.0,Nour Khalil
11865,ProfileViewed,Squadron,37.0,The system processed the request successfully.,8.0,244.88.237.106,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""52.52.226.205"", ""browser"": ""Safari""}",2023-04-07 00:37:29,110.0,Kareem Fathy
1779,UserLoggedIn,,,System backup was completed successfully.,2.0,218.92.74.11,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2022-05-04 03:32:33,"{""statusCode"": 200, ""ip"": ""87.69.127.137"", ""browser"": ""Chrome""}",2022-05-04 01:32:33,,Ahmed Ali
4574,SquadronUpdated,Auth,25.0,User session expired and was terminated.,3.0,68.207.152.38,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,,2024-12-21 14:56:28,389.0,Sara Mohamed
14594,AuthCreated,StudentImport,,User session expired and was terminated.,,51.139.162.197,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 400, ""ip"": ""155.98.241.203"", ""browser"": ""Chrome""}",2024-03-04 01:36:51,182.0,Guest user
7320,ProfileViewed,Squadron,17.0,Annual academic year data was synchronized.,,52.202.203.136,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""59.235.18.7"", ""browser"": ""Firefox""}",2024-04-19 02:23:52,177.0,Guest user
